ReportingArea,MMWRYear,MMWRWeek,IPD_all,IPD_u5,IPD_o5,School,sub_region_1,mmwr_week,7dayavg_retail_rec,7dayavg_grocery,7dayavg_parks,7dayavg_transit,7dayavg_work,7dayavg_res
KENTUCKY,2021,17,1,,,,,,,,,,,
LOUISIANA,2021,17,,,,,,,,,,,,
MAINE,2021,17,1,,,,,,,,,,,
MARYLAND,2021,17,,,,,,,,,,,,
MASSACHUSETTS,2021,17,,,,,,,,,,,,
MICHIGAN,2021,17,2,,,,,,,,,,,
MIDDLE ATLANTIC,2021,17,18,,,,,,,,,,,
MINNESOTA,2021,17,,,,,,,,,,,,
MISSISSIPPI,2021,17,4,,,,,,,,,,,
MISSOURI,2021,17,,,,,,,,,,,,
MONTANA,2021,17,,,,,,,,,,,,
MOUNTAIN,2021,17,7,,,,,,,,,,,
NEBRASKA,2021,17,3,,,,,,,,,,,
NEVADA,2021,17,,,,,,,,,,,,
NEW ENGLAND,2021,17,1,,,,,,,,,,,
NEW HAMPSHIRE,2021,17,,,,,,,,,,,,
NEW JERSEY,2021,17,2,,,,,,,,,,,
NEW MEXICO,2021,17,,,,,,,,,,,,
NEW YORK,2021,17,10,,,,,,,,,,,
NEW YORK CITY,2021,17,6,,,,,,,,,,,
NON-US RESIDENTS,2021,17,,,,,,,,,,,,
NORTH CAROLINA,2021,17,,,,,,,,,,,,
NORTH DAKOTA,2021,17,,,,,,,,,,,,
NORTHERN MARIANA ISLANDS,2021,17,,,,,,,,,,,,
OHIO,2021,17,,,,,,,,,,,,
OKLAHOMA,2021,17,,,,,,,,,,,,
OREGON,2021,17,,,,,,,,,,,,
PACIFIC,2021,17,2,,,,,,,,,,,
PENNSYLVANIA,2021,17,,,,,,,,,,,,
PUERTO RICO,2021,17,,,,,,,,,,,,
RHODE ISLAND,2021,17,,,,,,,,,,,,
SOUTH ATLANTIC,2021,17,17,,,,,,,,,,,
SOUTH CAROLINA,2021,17,,,,,,,,,,,,
SOUTH DAKOTA,2021,17,,,,,,,,,,,,
TENNESSEE,2021,17,4,,,,,,,,,,,
TEXAS,2021,17,1,,,,,,,,,,,
TOTAL,2021,17,67,,,,,,,,,,,
U.S. VIRGIN ISLANDS,2021,17,,,,,,,,,,,,
US RESIDENTS,2021,17,67,,,,,,,,,,,
US TERRITORIES,2021,17,,,,,,,,,,,,
UTAH,2021,17,,,,,,,,,,,,
VERMONT,2021,17,,,,,,,,,,,,
VIRGINIA,2021,17,,,,,,,,,,,,
WASHINGTON,2021,17,,,,,,,,,,,,
WEST NORTH CENTRAL,2021,17,3,,,,,,,,,,,
WEST SOUTH CENTRAL,2021,17,2,,,,,,,,,,,
WEST VIRGINIA,2021,17,,,,,,,,,,,,
WISCONSIN,2021,17,5,,,,,,,,,,,
WYOMING,2021,17,,,,,,,,,,,,
ALABAMA,2021,18,1,,,,,,,,,,,
ALASKA,2021,18,,,,,,,,,,,,
AMERICAN SAMOA,2021,18,,,,,,,,,,,,
ARIZONA,2021,18,7,,,,,,,,,,,
ARKANSAS,2021,18,,,,,,,,,,,,
CALIFORNIA,2021,18,,,,,,,,,,,,
COLORADO,2021,18,,,,,,,,,,,,
CONNECTICUT,2021,18,,,,,,,,,,,,
DELAWARE,2021,18,,,,,,,,,,,,
DISTRICT OF COLUMBIA,2021,18,,,,,,,,,,,,
EAST NORTH CENTRAL,2021,18,1,,,,,,,,,,,
EAST SOUTH CENTRAL,2021,18,4,,,,,,,,,,,
FLORIDA,2021,18,16,,,,,,,,,,,
GEORGIA,2021,18,12,,,,,,,,,,,
GUAM,2021,18,,,,,,,,,,,,
HAWAII,2021,18,,,,,,,,,,,,
IDAHO,2021,18,,,,,,,,,,,,
ILLINOIS,2021,18,,,,,,,,,,,,
INDIANA,2021,18,,,,,,,,,,,,
IOWA,2021,18,,,,,,,,,,,,
KANSAS,2021,18,,,,,,,,,,,,
KENTUCKY,2021,18,,,,,,,,,,,,
LOUISIANA,2021,18,,,,,,,,,,,,
MAINE,2021,18,2,,,,,,,,,,,
MARYLAND,2021,18,,,,,,,,,,,,
MASSACHUSETTS,2021,18,,,,,,,,,,,,
MICHIGAN,2021,18,,,,,,,,,,,,
MIDDLE ATLANTIC,2021,18,18,,,,,,,,,,,
MINNESOTA,2021,18,,,,,,,,,,,,
MISSISSIPPI,2021,18,3,,,,,,,,,,,
MISSOURI,2021,18,,,,,,,,,,,,
MONTANA,2021,18,,,,,,,,,,,,
MOUNTAIN,2021,18,8,,,,,,,,,,,
NEBRASKA,2021,18,1,,,,,,,,,,,
NEVADA,2021,18,1,,,,,,,,,,,
NEW ENGLAND,2021,18,2,,,,,,,,,,,
NEW HAMPSHIRE,2021,18,,,,,,,,,,,,
NEW JERSEY,2021,18,2,,,,,,,,,,,
NEW MEXICO,2021,18,,,,,,,,,,,,
NEW YORK,2021,18,10,,,,,,,,,,,
NEW YORK CITY,2021,18,6,,,,,,,,,,,
NON-US RESIDENTS,2021,18,,,,,,,,,,,,
NORTH CAROLINA,2021,18,,,,,,,,,,,,
NORTH DAKOTA,2021,18,,,,,,,,,,,,
NORTHERN MARIANA ISLANDS,2021,18,,,,,,,,,,,,
OHIO,2021,18,,,,,,,,,,,,
OKLAHOMA,2021,18,,,,,,,,,,,,
OREGON,2021,18,,,,,,,,,,,,
PACIFIC,2021,18,,,,,,,,,,,,
PENNSYLVANIA,2021,18,,,,,,,,,,,,
PUERTO RICO,2021,18,,,,,,,,,,,,
RHODE ISLAND,2021,18,,,,,,,,,,,,
SOUTH ATLANTIC,2021,18,28,,,,,,,,,,,
SOUTH CAROLINA,2021,18,,,,,,,,,,,,
SOUTH DAKOTA,2021,18,,,,,,,,,,,,
TENNESSEE,2021,18,,,,,,,,,,,,
TEXAS,2021,18,,,,,,,,,,,,
TOTAL,2021,18,62,,,,,,,,,,,
U.S. VIRGIN ISLANDS,2021,18,,,,,,,,,,,,
US RESIDENTS,2021,18,62,,,,,,,,,,,
US TERRITORIES,2021,18,,,,,,,,,,,,
UTAH,2021,18,,,,,,,,,,,,
VERMONT,2021,18,,,,,,,,,,,,
VIRGINIA,2021,18,,,,,,,,,,,,
WASHINGTON,2021,18,,,,,,,,,,,,
WEST NORTH CENTRAL,2021,18,1,,,,,,,,,,,
WEST SOUTH CENTRAL,2021,18,,,,,,,,,,,,
WEST VIRGINIA,2021,18,,,,,,,,,,,,
WISCONSIN,2021,18,1,,,,,,,,,,,
WYOMING,2021,18,,,,,,,,,,,,
ALABAMA,2021,19,,,,,,,,,,,,
ALASKA,2021,19,2,,,,,,,,,,,
AMERICAN SAMOA,2021,19,,,,,,,,,,,,
ARIZONA,2021,19,10,,,,,,,,,,,
ARKANSAS,2021,19,5,,,,,,,,,,,
CALIFORNIA,2021,19,,,,,,,,,,,,
COLORADO,2021,19,,,,,,,,,,,,
CONNECTICUT,2021,19,,,,,,,,,,,,
DELAWARE,2021,19,,,,,,,,,,,,
DISTRICT OF COLUMBIA,2021,19,,,,,,,,,,,,
EAST NORTH CENTRAL,2021,19,4,,,,,,,,,,,
EAST SOUTH CENTRAL,2021,19,7,,,,,,,,,,,
FLORIDA,2021,19,14,,,,,,,,,,,
GEORGIA,2021,19,6,,,,,,,,,,,
GUAM,2021,19,,,,,,,,,,,,
HAWAII,2021,19,,,,,,,,,,,,
IDAHO,2021,19,,,,,,,,,,,,
ILLINOIS,2021,19,,,,,,,,,,,,
INDIANA,2021,19,,,,,,,,,,,,
IOWA,2021,19,,,,,,,,,,,,
KANSAS,2021,19,,,,,,,,,,,,
KENTUCKY,2021,19,1,,,,,,,,,,,
LOUISIANA,2021,19,,,,,,,,,,,,
MAINE,2021,19,1,,,,,,,,,,,
MARYLAND,2021,19,,,,,,,,,,,,
MASSACHUSETTS,2021,19,,,,,,,,,,,,
MICHIGAN,2021,19,1,,,,,,,,,,,
MIDDLE ATLANTIC,2021,19,10,,,,,,,,,,,
MINNESOTA,2021,19,,,,,,,,,,,,
MISSISSIPPI,2021,19,3,,,,,,,,,,,
MISSOURI,2021,19,,,,,,,,,,,,
MONTANA,2021,19,,,,,,,,,,,,
MOUNTAIN,2021,19,12,,,,,,,,,,,
NEBRASKA,2021,19,2,,,,,,,,,,,
NEVADA,2021,19,,,,,,,,,,,,
NEW ENGLAND,2021,19,1,,,,,,,,,,,
NEW HAMPSHIRE,2021,19,,,,,,,,,,,,
NEW JERSEY,2021,19,,,,,,,,,,,,
NEW MEXICO,2021,19,,,,,,,,,,,,
NEW YORK,2021,19,7,,,,,,,,,,,
NEW YORK CITY,2021,19,3,,,,,,,,,,,
NON-US RESIDENTS,2021,19,,,,,,,,,,,,
NORTH CAROLINA,2021,19,,,,,,,,,,,,
NORTH DAKOTA,2021,19,,,,,,,,,,,,
NORTHERN MARIANA ISLANDS,2021,19,,,,,,,,,,,,
OHIO,2021,19,,,,,,,,,,,,
OKLAHOMA,2021,19,,,,,,,,,,,,
OREGON,2021,19,,,,,,,,,,,,
PACIFIC,2021,19,2,,,,,,,,,,,
PENNSYLVANIA,2021,19,,,,,,,,,,,,
PUERTO RICO,2021,19,,,,,,,,,,,,
RHODE ISLAND,2021,19,,,,,,,,,,,,
SOUTH ATLANTIC,2021,19,21,,,,,,,,,,,
SOUTH CAROLINA,2021,19,,,,,,,,,,,,
SOUTH DAKOTA,2021,19,,,,,,,,,,,,
TENNESSEE,2021,19,3,,,,,,,,,,,
TEXAS,2021,19,,,,,,,,,,,,
TOTAL,2021,19,64,,,,,,,,,,,
U.S. VIRGIN ISLANDS,2021,19,,,,,,,,,,,,
US RESIDENTS,2021,19,64,,,,,,,,,,,
US TERRITORIES,2021,19,,,,,,,,,,,,
UTAH,2021,19,2,,,,,,,,,,,
VERMONT,2021,19,,,,,,,,,,,,
VIRGINIA,2021,19,1,,,,,,,,,,,
WASHINGTON,2021,19,,,,,,,,,,,,
WEST NORTH CENTRAL,2021,19,2,,,,,,,,,,,
WEST SOUTH CENTRAL,2021,19,5,,,,,,,,,,,
WEST VIRGINIA,2021,19,,,,,,,,,,,,
WISCONSIN,2021,19,3,,,,,,,,,,,
WYOMING,2021,19,,,,,,,,,,,,
ALABAMA,2021,20,1,,,,,,,,,,,
ALASKA,2021,20,,,,,,,,,,,,
AMERICAN SAMOA,2021,20,,,,,,,,,,,,
ARIZONA,2021,20,,,,,,,,,,,,
ARKANSAS,2021,20,1,,,,,,,,,,,
CALIFORNIA,2021,20,,,,,,,,,,,,
COLORADO,2021,20,,,,,,,,,,,,
CONNECTICUT,2021,20,,,,,,,,,,,,
DELAWARE,2021,20,1,,,,,,,,,,,
DISTRICT OF COLUMBIA,2021,20,,,,,,,,,,,,
EAST NORTH CENTRAL,2021,20,5,,,,,,,,,,,
EAST SOUTH CENTRAL,2021,20,14,,,,,,,,,,,
FLORIDA,2021,20,11,,,,,,,,,,,
GEORGIA,2021,20,,,,,,,,,,,,
GUAM,2021,20,,,,,,,,,,,,
HAWAII,2021,20,,,,,,,,,,,,
IDAHO,2021,20,,,,,,,,,,,,
ILLINOIS,2021,20,,,,,,,,,,,,
INDIANA,2021,20,1,,,,,,,,,,,
IOWA,2021,20,,,,,,,,,,,,
KANSAS,2021,20,,,,,,,,,,,,
KENTUCKY,2021,20,2,,,,,,,,,,,
LOUISIANA,2021,20,11,,,,,,,,,,,
MAINE,2021,20,1,,,,,,,,,,,
MARYLAND,2021,20,,,,,,,,,,,,
MASSACHUSETTS,2021,20,,,,,,,,,,,,
MICHIGAN,2021,20,,,,,,,,,,,,
MIDDLE ATLANTIC,2021,20,15,,,,,,,,,,,
MINNESOTA,2021,20,,,,,,,,,,,,
MISSISSIPPI,2021,20,3,,,,,,,,,,,
MISSOURI,2021,20,,,,,,,,,,,,
MONTANA,2021,20,2,,,,,,,,,,,
MOUNTAIN,2021,20,4,,,,,,,,,,,
NEBRASKA,2021,20,1,,,,,,,,,,,
NEVADA,2021,20,1,,,,,,,,,,,
NEW ENGLAND,2021,20,1,,,,,,,,,,,
NEW HAMPSHIRE,2021,20,,,,,,,,,,,,
NEW JERSEY,2021,20,,,,,,,,,,,,
NEW MEXICO,2021,20,,,,,,,,,,,,
NEW YORK,2021,20,9,,,,,,,,,,,
NEW YORK CITY,2021,20,6,,,,,,,,,,,
NON-US RESIDENTS,2021,20,,,,,,,,,,,,
NORTH CAROLINA,2021,20,,,,,,,,,,,,
NORTH DAKOTA,2021,20,,,,,,,,,,,,
NORTHERN MARIANA ISLANDS,2021,20,,,,,,,,,,,,
OHIO,2021,20,,,,,,,,,,,,
OKLAHOMA,2021,20,,,,,,,,,,,,
OREGON,2021,20,,,,,,,,,,,,
PACIFIC,2021,20,,,,,,,,,,,,
PENNSYLVANIA,2021,20,,,,,,,,,,,,
PUERTO RICO,2021,20,,,,,,,,,,,,
RHODE ISLAND,2021,20,,,,,,,,,,,,
SOUTH ATLANTIC,2021,20,12,,,,,,,,,,,
SOUTH CAROLINA,2021,20,,,,,,,,,,,,
SOUTH DAKOTA,2021,20,,,,,,,,,,,,
TENNESSEE,2021,20,8,,,,,,,,,,,
TEXAS,2021,20,,,,,,,,,,,,
TOTAL,2021,20,64,,,,,,,,,,,
U.S. VIRGIN ISLANDS,2021,20,,,,,,,,,,,,
US RESIDENTS,2021,20,64,,,,,,,,,,,
US TERRITORIES,2021,20,,,,,,,,,,,,
UTAH,2021,20,1,,,,,,,,,,,
VERMONT,2021,20,,,,,,,,,,,,
VIRGINIA,2021,20,,,,,,,,,,,,
WASHINGTON,2021,20,,,,,,,,,,,,
WEST NORTH CENTRAL,2021,20,1,,,,,,,,,,,
WEST SOUTH CENTRAL,2021,20,12,,,,,,,,,,,
WEST VIRGINIA,2021,20,,,,,,,,,,,,
WISCONSIN,2021,20,4,,,,,,,,,,,
WYOMING,2021,20,,,,,,,,,,,,
ALABAMA,2021,21,2,,,,,,,,,,,
ALASKA,2021,21,2,,,,,,,,,,,
AMERICAN SAMOA,2021,21,,,,,,,,,,,,
ARIZONA,2021,21,13,,,,,,,,,,,
ARKANSAS,2021,21,2,,,,,,,,,,,
CALIFORNIA,2021,21,,,,,,,,,,,,
COLORADO,2021,21,,,,,,,,,,,,
CONNECTICUT,2021,21,,,,,,,,,,,,
DELAWARE,2021,21,,,,,,,,,,,,
DISTRICT OF COLUMBIA,2021,21,,,,,,,,,,,,
EAST NORTH CENTRAL,2021,21,15,,,,,,,,,,,
EAST SOUTH CENTRAL,2021,21,7,,,,,,,,,,,
FLORIDA,2021,21,,,,,,,,,,,,
GEORGIA,2021,21,2,,,,,,,,,,,
GUAM,2021,21,,,,,,,,,,,,
HAWAII,2021,21,,,,,,,,,,,,
IDAHO,2021,21,,,,,,,,,,,,
ILLINOIS,2021,21,,,,,,,,,,,,
INDIANA,2021,21,,,,,,,,,,,,
IOWA,2021,21,,,,,,,,,,,,
KANSAS,2021,21,,,,,,,,,,,,
KENTUCKY,2021,21,,,,,,,,,,,,
LOUISIANA,2021,21,,,,,,,,,,,,
MAINE,2021,21,1,,,,,,,,,,,
MARYLAND,2021,21,,,,,,,,,,,,
MASSACHUSETTS,2021,21,,,,,,,,,,,,
MICHIGAN,2021,21,,,,,,,,,,,,
MIDDLE ATLANTIC,2021,21,6,,,,,,,,,,,
MINNESOTA,2021,21,,,,,,,,,,,,
MISSISSIPPI,2021,21,1,,,,,,,,,,,
MISSOURI,2021,21,,,,,,,,,,,,
MONTANA,2021,21,,,,,,,,,,,,
MOUNTAIN,2021,21,18,,,,,,,,,,,
NEBRASKA,2021,21,,,,,,,,,,,,
NEVADA,2021,21,,,,,,,,,,,,
NEW ENGLAND,2021,21,1,,,,,,,,,,,
NEW HAMPSHIRE,2021,21,,,,,,,,,,,,
NEW JERSEY,2021,21,3,,,,,,,,,,,
NEW MEXICO,2021,21,,,,,,,,,,,,
NEW YORK,2021,21,3,,,,,,,,,,,
NEW YORK CITY,2021,21,,,,,,,,,,,,
NON-US RESIDENTS,2021,21,,,,,,,,,,,,
NORTH CAROLINA,2021,21,,,,,,,,,,,,
NORTH DAKOTA,2021,21,,,,,,,,,,,,
NORTHERN MARIANA ISLANDS,2021,21,,,,,,,,,,,,
OHIO,2021,21,12,,,,,,,,,,,
OKLAHOMA,2021,21,,,,,,,,,,,,
OREGON,2021,21,,,,,,,,,,,,
PACIFIC,2021,21,2,,,,,,,,,,,
PENNSYLVANIA,2021,21,,,,,,,,,,,,
PUERTO RICO,2021,21,,,,,,,,,,,,
RHODE ISLAND,2021,21,,,,,,,,,,,,
SOUTH ATLANTIC,2021,21,2,,,,,,,,,,,
SOUTH CAROLINA,2021,21,,,,,,,,,,,,
SOUTH DAKOTA,2021,21,,,,,,,,,,,,
TENNESSEE,2021,21,4,,,,,,,,,,,
TEXAS,2021,21,,,,,,,,,,,,
TOTAL,2021,21,53,,,,,,,,,,,
U.S. VIRGIN ISLANDS,2021,21,,,,,,,,,,,,
US RESIDENTS,2021,21,53,,,,,,,,,,,
US TERRITORIES,2021,21,,,,,,,,,,,,
UTAH,2021,21,5,,,,,,,,,,,
VERMONT,2021,21,,,,,,,,,,,,
VIRGINIA,2021,21,,,,,,,,,,,,
WASHINGTON,2021,21,,,,,,,,,,,,
WEST NORTH CENTRAL,2021,21,,,,,,,,,,,,
WEST SOUTH CENTRAL,2021,21,2,,,,,,,,,,,
WEST VIRGINIA,2021,21,,,,,,,,,,,,
WISCONSIN,2021,21,3,,,,,,,,,,,
WYOMING,2021,21,,,,,,,,,,,,
ALABAMA,2021,22,1,,,,,,,,,,,
ALASKA,2021,22,4,,,,,,,,,,,
AMERICAN SAMOA,2021,22,,,,,,,,,,,,
ARIZONA,2021,22,10,,,,,,,,,,,
ARKANSAS,2021,22,3,,,,,,,,,,,
CALIFORNIA,2021,22,,,,,,,,,,,,
COLORADO,2021,22,,,,,,,,,,,,
CONNECTICUT,2021,22,,,,,,,,,,,,
DELAWARE,2021,22,1,,,,,,,,,,,
DISTRICT OF COLUMBIA,2021,22,,,,,,,,,,,,
EAST NORTH CENTRAL,2021,22,2,,,,,,,,,,,
EAST SOUTH CENTRAL,2021,22,9,,,,,,,,,,,
FLORIDA,2021,22,14,,,,,,,,,,,
GEORGIA,2021,22,8,,,,,,,,,,,
GUAM,2021,22,,,,,,,,,,,,
HAWAII,2021,22,,,,,,,,,,,,
IDAHO,2021,22,,,,,,,,,,,,
ILLINOIS,2021,22,,,,,,,,,,,,
INDIANA,2021,22,,,,,,,,,,,,
IOWA,2021,22,,,,,,,,,,,,
KANSAS,2021,22,,,,,,,,,,,,
KENTUCKY,2021,22,,,,,,,,,,,,
LOUISIANA,2021,22,8,,,,,,,,,,,
MAINE,2021,22,1,,,,,,,,,,,
MARYLAND,2021,22,,,,,,,,,,,,
MASSACHUSETTS,2021,22,,,,,,,,,,,,
MICHIGAN,2021,22,,,,,,,,,,,,
MIDDLE ATLANTIC,2021,22,8,,,,,,,,,,,
MINNESOTA,2021,22,,,,,,,,,,,,
MISSISSIPPI,2021,22,2,,,,,,,,,,,
MISSOURI,2021,22,,,,,,,,,,,,
MONTANA,2021,22,1,,,,,,,,,,,
MOUNTAIN,2021,22,16,,,,,,,,,,,
NEBRASKA,2021,22,1,,,,,,,,,,,
NEVADA,2021,22,,,,,,,,,,,,
NEW ENGLAND,2021,22,1,,,,,,,,,,,
NEW HAMPSHIRE,2021,22,,,,,,,,,,,,
NEW JERSEY,2021,22,2,,,,,,,,,,,
NEW MEXICO,2021,22,1,,,,,,,,,,,
NEW YORK,2021,22,6,,,,,,,,,,,
NEW YORK CITY,2021,22,,,,,,,,,,,,
NON-US RESIDENTS,2021,22,,,,,,,,,,,,
NORTH CAROLINA,2021,22,,,,,,,,,,,,
NORTH DAKOTA,2021,22,,,,,,,,,,,,
NORTHERN MARIANA ISLANDS,2021,22,,,,,,,,,,,,
OHIO,2021,22,,,,,,,,,,,,
OKLAHOMA,2021,22,,,,,,,,,,,,
OREGON,2021,22,,,,,,,,,,,,
PACIFIC,2021,22,4,,,,,,,,,,,
PENNSYLVANIA,2021,22,,,,,,,,,,,,
PUERTO RICO,2021,22,,,,,,,,,,,,
RHODE ISLAND,2021,22,,,,,,,,,,,,
SOUTH ATLANTIC,2021,22,23,,,,,,,,,,,
SOUTH CAROLINA,2021,22,,,,,,,,,,,,
SOUTH DAKOTA,2021,22,,,,,,,,,,,,
TENNESSEE,2021,22,6,,,,,,,,,,,
TEXAS,2021,22,1,,,,,,,,,,,
TOTAL,2021,22,76,,,,,,,,,,,
U.S. VIRGIN ISLANDS,2021,22,,,,,,,,,,,,
US RESIDENTS,2021,22,76,,,,,,,,,,,
US TERRITORIES,2021,22,,,,,,,,,,,,
UTAH,2021,22,4,,,,,,,,,,,
VERMONT,2021,22,,,,,,,,,,,,
VIRGINIA,2021,22,,,,,,,,,,,,
WASHINGTON,2021,22,,,,,,,,,,,,
WEST NORTH CENTRAL,2021,22,1,,,,,,,,,,,
WEST SOUTH CENTRAL,2021,22,12,,,,,,,,,,,
WEST VIRGINIA,2021,22,,,,,,,,,,,,
WISCONSIN,2021,22,2,,,,,,,,,,,
WYOMING,2021,22,,,,,,,,,,,,
ALABAMA,2021,23,,,,,,,,,,,,
ALASKA,2021,23,,,,,,,,,,,,
AMERICAN SAMOA,2021,23,,,,,,,,,,,,
ARIZONA,2021,23,12,,,,,,,,,,,
ARKANSAS,2021,23,2,,,,,,,,,,,
CALIFORNIA,2021,23,,,,,,,,,,,,
COLORADO,2021,23,,,,,,,,,,,,
CONNECTICUT,2021,23,,,,,,,,,,,,
DELAWARE,2021,23,,,,,,,,,,,,
DISTRICT OF COLUMBIA,2021,23,,,,,,,,,,,,
EAST NORTH CENTRAL,2021,23,2,,,,,,,,,,,
EAST SOUTH CENTRAL,2021,23,11,,,,,,,,,,,
FLORIDA,2021,23,20,,,,,,,,,,,
GEORGIA,2021,23,,,,,,,,,,,,
GUAM,2021,23,,,,,,,,,,,,
HAWAII,2021,23,,,,,,,,,,,,
IDAHO,2021,23,,,,,,,,,,,,
ILLINOIS,2021,23,,,,,,,,,,,,
INDIANA,2021,23,,,,,,,,,,,,
IOWA,2021,23,,,,,,,,,,,,
KANSAS,2021,23,,,,,,,,,,,,
KENTUCKY,2021,23,,,,,,,,,,,,
LOUISIANA,2021,23,3,,,,,,,,,,,
MAINE,2021,23,,,,,,,,,,,,
MARYLAND,2021,23,,,,,,,,,,,,
MASSACHUSETTS,2021,23,,,,,,,,,,,,
MICHIGAN,2021,23,,,,,,,,,,,,
MIDDLE ATLANTIC,2021,23,13,,,,,,,,,,,
MINNESOTA,2021,23,,,,,,,,,,,,
MISSISSIPPI,2021,23,2,,,,,,,,,,,
MISSOURI,2021,23,,,,,,,,,,,,
MONTANA,2021,23,1,,,,,,,,,,,
MOUNTAIN,2021,23,16,,,,,,,,,,,
NEBRASKA,2021,23,1,,,,,,,,,,,
NEVADA,2021,23,,,,,,,,,,,,
NEW ENGLAND,2021,23,,,,,,,,,,,,
NEW HAMPSHIRE,2021,23,,,,,,,,,,,,
NEW JERSEY,2021,23,2,,,,,,,,,,,
NEW MEXICO,2021,23,3,,,,,,,,,,,
NEW YORK,2021,23,8,,,,,,,,,,,
NEW YORK CITY,2021,23,3,,,,,,,,,,,
NON-US RESIDENTS,2021,23,,,,,,,,,,,,
NORTH CAROLINA,2021,23,,,,,,,,,,,,
NORTH DAKOTA,2021,23,,,,,,,,,,,,
NORTHERN MARIANA ISLANDS,2021,23,,,,,,,,,,,,
OHIO,2021,23,,,,,,,,,,,,
OKLAHOMA,2021,23,,,,,,,,,,,,
OREGON,2021,23,,,,,,,,,,,,
PACIFIC,2021,23,,,,,,,,,,,,
PENNSYLVANIA,2021,23,,,,,,,,,,,,
PUERTO RICO,2021,23,,,,,,,,,,,,
RHODE ISLAND,2021,23,,,,,,,,,,,,
SOUTH ATLANTIC,2021,23,21,,,,,,,,,,,
SOUTH CAROLINA,2021,23,,,,,,,,,,,,
SOUTH DAKOTA,2021,23,,,,,,,,,,,,
TENNESSEE,2021,23,9,,,,,,,,,,,
TEXAS,2021,23,5,,,,,,,,,,,
TOTAL,2021,23,74,,,,,,,,,,,
U.S. VIRGIN ISLANDS,2021,23,,,,,,,,,,,,
US RESIDENTS,2021,23,74,,,,,,,,,,,
US TERRITORIES,2021,23,,,,,,,,,,,,
UTAH,2021,23,,,,,,,,,,,,
VERMONT,2021,23,,,,,,,,,,,,
VIRGINIA,2021,23,1,,,,,,,,,,,
WASHINGTON,2021,23,,,,,,,,,,,,
WEST NORTH CENTRAL,2021,23,1,,,,,,,,,,,
WEST SOUTH CENTRAL,2021,23,10,,,,,,,,,,,
WEST VIRGINIA,2021,23,,,,,,,,,,,,
WISCONSIN,2021,23,2,,,,,,,,,,,
WYOMING,2021,23,,,,,,,,,,,,
ALABAMA,2021,24,,,,,,,,,,,,
ALASKA,2021,24,,,,,,,,,,,,
AMERICAN SAMOA,2021,24,,,,,,,,,,,,
ARIZONA,2021,24,13,,,,,,,,,,,
ARKANSAS,2021,24,2,,,,,,,,,,,
CALIFORNIA,2021,24,,,,,,,,,,,,
COLORADO,2021,24,,,,,,,,,,,,
CONNECTICUT,2021,24,,,,,,,,,,,,
DELAWARE,2021,24,,,,,,,,,,,,
DISTRICT OF COLUMBIA,2021,24,,,,,,,,,,,,
EAST NORTH CENTRAL,2021,24,,,,,,,,,,,,
EAST SOUTH CENTRAL,2021,24,1,,,,,,,,,,,
FLORIDA,2021,24,11,,,,,,,,,,,
GEORGIA,2021,24,4,,,,,,,,,,,
GUAM,2021,24,,,,,,,,,,,,
HAWAII,2021,24,,,,,,,,,,,,
IDAHO,2021,24,,,,,,,,,,,,
ILLINOIS,2021,24,,,,,,,,,,,,
INDIANA,2021,24,,,,,,,,,,,,
IOWA,2021,24,,,,,,,,,,,,
KANSAS,2021,24,,,,,,,,,,,,
KENTUCKY,2021,24,,,,,,,,,,,,
LOUISIANA,2021,24,,,,,,,,,,,,
MAINE,2021,24,1,,,,,,,,,,,
MARYLAND,2021,24,1,,,,,,,,,,,
MASSACHUSETTS,2021,24,2,,,,,,,,,,,
MICHIGAN,2021,24,,,,,,,,,,,,
MIDDLE ATLANTIC,2021,24,15,,,,,,,,,,,
MINNESOTA,2021,24,,,,,,,,,,,,
MISSISSIPPI,2021,24,1,,,,,,,,,,,
MISSOURI,2021,24,,,,,,,,,,,,
MONTANA,2021,24,,,,,,,,,,,,
MOUNTAIN,2021,24,17,,,,,,,,,,,
NEBRASKA,2021,24,1,,,,,,,,,,,
NEVADA,2021,24,,,,,,,,,,,,
NEW ENGLAND,2021,24,3,,,,,,,,,,,
NEW HAMPSHIRE,2021,24,,,,,,,,,,,,
NEW JERSEY,2021,24,3,,,,,,,,,,,
NEW MEXICO,2021,24,4,,,,,,,,,,,
NEW YORK,2021,24,6,,,,,,,,,,,
NEW YORK CITY,2021,24,6,,,,,,,,,,,
NON-US RESIDENTS,2021,24,,,,,,,,,,,,
NORTH CAROLINA,2021,24,,,,,,,,,,,,
NORTH DAKOTA,2021,24,1,,,,,,,,,,,
NORTHERN MARIANA ISLANDS,2021,24,,,,,,,,,,,,
OHIO,2021,24,,,,,,,,,,,,
OKLAHOMA,2021,24,,,,,,,,,,,,
OREGON,2021,24,,,,,,,,,,,,
PACIFIC,2021,24,,,,,,,,,,,,
PENNSYLVANIA,2021,24,,,,,,,,,,,,
PUERTO RICO,2021,24,,,,,,,,,,,,
RHODE ISLAND,2021,24,,,,,,,,,,,,
SOUTH ATLANTIC,2021,24,16,,,,,,,,,,,
SOUTH CAROLINA,2021,24,,,,,,,,,,,,
SOUTH DAKOTA,2021,24,,,,,,,,,,,,
TENNESSEE,2021,24,,,,,,,,,,,,
TEXAS,2021,24,10,,,,,,,,,,,
TOTAL,2021,24,66,,,,,,,,,,,
